Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process (GO:1902222),1/5,0.029400796348003,0.2492249567261669,0,0,42.11228813559322,148.5188181016861,QDPR
GO_Biological_Process_2021,positive regulation of attachment of spindle microtubules to kinetochore (GO:0051987),1/5,0.029400796348003,0.2492249567261669,0,0,42.11228813559322,148.5188181016861,SIRT2
GO_Biological_Process_2021,ethanolamine-containing compound metabolic process (GO:0042439),1/5,0.029400796348003,0.2492249567261669,0,0,42.11228813559322,148.5188181016861,GDE1
GO_Biological_Process_2021,glycerol ether metabolic process (GO:0006662),1/5,0.029400796348003,0.2492249567261669,0,0,42.11228813559322,148.5188181016861,LIPE
GO_Biological_Process_2021,hematopoietic stem cell migration (GO:0035701),1/5,0.029400796348003,0.2492249567261669,0,0,42.11228813559322,148.5188181016861,JAM3
GO_Biological_Process_2021,positive regulation of membrane permeability (GO:1905710),1/5,0.029400796348003,0.2492249567261669,0,0,42.11228813559322,148.5188181016861,JAM3
GO_Biological_Process_2021,Schwann cell differentiation (GO:0014037),1/5,0.029400796348003,0.2492249567261669,0,0,42.11228813559322,148.5188181016861,ERBB3
GO_Biological_Process_2021,L-phenylalanine catabolic process (GO:0006559),1/5,0.029400796348003,0.2492249567261669,0,0,42.11228813559322,148.5188181016861,QDPR
GO_Biological_Process_2021,positive regulation of protein localization to cell cortex (GO:1904778),1/5,0.029400796348003,0.2492249567261669,0,0,42.11228813559322,148.5188181016861,GNAI1
GO_Biological_Process_2021,membrane raft distribution (GO:0031580),1/5,0.029400796348003,0.2492249567261669,0,0,42.11228813559322,148.5188181016861,MAL
GO_Biological_Process_2021,metanephric nephron tubule morphogenesis (GO:0072282),1/5,0.029400796348003,0.2492249567261669,0,0,42.11228813559322,148.5188181016861,SOX8
GO_Biological_Process_2021,N-acylethanolamine metabolic process (GO:0070291),1/5,0.029400796348003,0.2492249567261669,0,0,42.11228813559322,148.5188181016861,GDE1
GO_Biological_Process_2021,protein localization to axon (GO:0099612),1/5,0.029400796348003,0.2492249567261669,0,0,42.11228813559322,148.5188181016861,CNTN2
GO_Biological_Process_2021,neural crest cell development (GO:0014032),2/45,0.0294269765210407,0.2492249567261669,0,0,7.886304909560724,27.805876562154605,SOX8;SOX10
GO_Biological_Process_2021,vesicle organization (GO:0016050),2/46,0.0306469585800776,0.2492249567261669,0,0,7.706682206682206,26.85949723461201,SORT1;LAMTOR1
GO_Biological_Process_2021,regulation of signal transduction (GO:0009966),4/198,0.0306899925917194,0.2492249567261669,0,0,3.5297176154190946,12.296896063976588,TSPAN15;ERBB3;HHIP;AMFR
GO_Biological_Process_2021,mitotic cytokinesis (GO:0000281),2/49,0.0344246003686635,0.2492249567261669,0,0,7.213675213675214,24.30275524487913,RTKN;RHOB
GO_Biological_Process_2021,adiponectin-activated signaling pathway (GO:0033211),1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,ADIPOR2
GO_Biological_Process_2021,pteridine-containing compound biosynthetic process (GO:0042559),1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,QDPR
GO_Biological_Process_2021,aminophospholipid transport (GO:0015917),1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,SCARB2
GO_Biological_Process_2021,negative regulation of endoplasmic reticulum calcium ion concentration (GO:0032471),1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,FIS1
GO_Biological_Process_2021,bundle of His cell-Purkinje myocyte adhesion involved in cell communication (GO:0086073),1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,JUP
GO_Biological_Process_2021,negative regulation of lipoprotein lipase activity (GO:0051005),1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,SORT1
GO_Biological_Process_2021,regulation of collagen fibril organization (GO:1904026),1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,CHADL
GO_Biological_Process_2021,regulation of digestive system process (GO:0044058),1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,SGK1
GO_Biological_Process_2021,cellular response to iron ion (GO:0071281),1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,TF
GO_Biological_Process_2021,neuroblast proliferation (GO:0007405),1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,EML1
GO_Biological_Process_2021,regulation of keratinocyte apoptotic process (GO:1902172),1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,GSN
GO_Biological_Process_2021,"pentose-phosphate shunt, non-oxidative branch (GO:0009052)",1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,TALDO1
GO_Biological_Process_2021,erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process (GO:1902221),1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,QDPR
GO_Biological_Process_2021,positive regulation of cholesterol metabolic process (GO:0090205),1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,ABCG1
GO_Biological_Process_2021,glycolipid transport (GO:0046836),1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,PLTP
GO_Biological_Process_2021,guanine nucleotide transmembrane transport (GO:1903790),1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,LRRC8D
GO_Biological_Process_2021,positive regulation of hemoglobin biosynthetic process (GO:0046985),1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,SLC6A9
GO_Biological_Process_2021,response to heparin (GO:0071503),1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,GPIHBP1
GO_Biological_Process_2021,positive regulation of kidney development (GO:0090184),1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,SOX8
GO_Biological_Process_2021,positive regulation of lipoprotein particle clearance (GO:0010986),1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,GPIHBP1
GO_Biological_Process_2021,positive regulation of osteoblast proliferation (GO:0033690),1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,SOX8
GO_Biological_Process_2021,positive regulation of RNA binding (GO:1905216),1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,LARP6
GO_Biological_Process_2021,morphogenesis of an endothelium (GO:0003159),1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,RHOB
GO_Biological_Process_2021,negative regulation of actin filament depolymerization (GO:0030835),1/6,0.0351772875496916,0.2492249567261669,0,0,33.68813559322034,112.7661371492705,GSN
GO_Biological_Process_2021,epithelium development (GO:0060429),3/122,0.0363873917200167,0.2492249567261669,0,0,4.294842074760939,14.23110071113369,CBR1;SOX8;SOX10
GO_Biological_Process_2021,cholesterol transport (GO:0030301),2/51,0.0370383943165297,0.2492249567261669,0,0,6.918541775684633,22.802131507276524,NPC1;ABCG1
GO_Biological_Process_2021,positive regulation of apoptotic process (GO:0043065),5/310,0.0379471167709933,0.2492249567261669,0,0,2.815070463042853,9.20967685731618,BACE1;RPS6KA2;SIRT2;PHLDA3;RHOB
GO_Biological_Process_2021,ameboidal-type cell migration (GO:0001667),2/52,0.03837310009679,0.2492249567261669,0,0,6.77982905982906,22.10494506086124,SOX8;SOX10
GO_Biological_Process_2021,response to peptide hormone (GO:0043434),2/52,0.03837310009679,0.2492249567261669,0,0,6.77982905982906,22.10494506086124,SORT1;GNAI1
GO_Biological_Process_2021,platelet degranulation (GO:0002576),3/125,0.038669288626458,0.2492249567261669,0,0,4.188595251554551,13.624283857652417,TF;SCCPDH;ENDOD1
GO_Biological_Process_2021,aspartate transmembrane transport (GO:0015810),1/7,0.0409196890369817,0.2492249567261669,0,0,28.072033898305083,89.72226094948338,LRRC8D
GO_Biological_Process_2021,axon ensheathment in central nervous system (GO:0032291),1/7,0.0409196890369817,0.2492249567261669,0,0,28.072033898305083,89.72226094948338,SOX10
GO_Biological_Process_2021,cardiac muscle cell-cardiac muscle cell adhesion (GO:0086042),1/7,0.0409196890369817,0.2492249567261669,0,0,28.072033898305083,89.72226094948338,JUP
GO_Biological_Process_2021,regulation of defense response to bacterium (GO:1900424),1/7,0.0409196890369817,0.2492249567261669,0,0,28.072033898305083,89.72226094948338,SIRT2
GO_Biological_Process_2021,negative regulation of striated muscle tissue development (GO:0045843),1/7,0.0409196890369817,0.2492249567261669,0,0,28.072033898305083,89.72226094948338,SIRT2
GO_Biological_Process_2021,regulation of hemoglobin biosynthetic process (GO:0046984),1/7,0.0409196890369817,0.2492249567261669,0,0,28.072033898305083,89.72226094948338,SLC6A9
GO_Biological_Process_2021,cyclic nucleotide transport (GO:0070729),1/7,0.0409196890369817,0.2492249567261669,0,0,28.072033898305083,89.72226094948338,LRRC8D
GO_Biological_Process_2021,nucleobase catabolic process (GO:0046113),1/7,0.0409196890369817,0.2492249567261669,0,0,28.072033898305083,89.72226094948338,DPYSL5
GO_Biological_Process_2021,desmosome organization (GO:0002934),1/7,0.0409196890369817,0.2492249567261669,0,0,28.072033898305083,89.72226094948338,JUP
GO_Biological_Process_2021,piecemeal microautophagy of the nucleus (GO:0034727),1/7,0.0409196890369817,0.2492249567261669,0,0,28.072033898305083,89.72226094948338,ATG13
GO_Biological_Process_2021,"fatty acid elongation, monounsaturated fatty acid (GO:0034625)",1/7,0.0409196890369817,0.2492249567261669,0,0,28.072033898305083,89.72226094948338,ELOVL1
GO_Biological_Process_2021,"fatty acid elongation, polyunsaturated fatty acid (GO:0034626)",1/7,0.0409196890369817,0.2492249567261669,0,0,28.072033898305083,89.72226094948338,ELOVL1
GO_Biological_Process_2021,"fatty acid elongation, saturated fatty acid (GO:0019367)",1/7,0.0409196890369817,0.2492249567261669,0,0,28.072033898305083,89.72226094948338,ELOVL1
GO_Biological_Process_2021,"fatty acid elongation, unsaturated fatty acid (GO:0019368)",1/7,0.0409196890369817,0.2492249567261669,0,0,28.072033898305083,89.72226094948338,ELOVL1
GO_Biological_Process_2021,positive regulation of gliogenesis (GO:0014015),1/7,0.0409196890369817,0.2492249567261669,0,0,28.072033898305083,89.72226094948338,SOX8
GO_Biological_Process_2021,positive regulation of lamellipodium morphogenesis (GO:2000394),1/7,0.0409196890369817,0.2492249567261669,0,0,28.072033898305083,89.72226094948338,ENPP2
GO_Biological_Process_2021,positive regulation of mRNA binding (GO:1902416),1/7,0.0409196890369817,0.2492249567261669,0,0,28.072033898305083,89.72226094948338,LARP6
GO_Biological_Process_2021,lysosomal microautophagy (GO:0016237),1/7,0.0409196890369817,0.2492249567261669,0,0,28.072033898305083,89.72226094948338,ATG13
GO_Biological_Process_2021,ureter development (GO:0072189),1/7,0.0409196890369817,0.2492249567261669,0,0,28.072033898305083,89.72226094948338,SOX8
GO_Biological_Process_2021,vascular wound healing (GO:0061042),1/7,0.0409196890369817,0.2492249567261669,0,0,28.072033898305083,89.72226094948338,ADIPOR2
GO_Biological_Process_2021,monoacylglycerol catabolic process (GO:0052651),1/7,0.0409196890369817,0.2492249567261669,0,0,28.072033898305083,89.72226094948338,FAAH
GO_Biological_Process_2021,unsaturated fatty acid metabolic process (GO:0033559),2/54,0.0410968187109207,0.2492249567261669,0,0,6.518408941485864,20.805617778303198,ELOVL1;FAAH
GO_Biological_Process_2021,negative regulation of metabolic process (GO:0009892),2/56,0.0438912274845609,0.2492249567261669,0,0,6.2763532763532766,19.620136469680126,FIS1;PLCL1
GO_Biological_Process_2021,Rho protein signal transduction (GO:0007266),2/56,0.0438912274845609,0.2492249567261669,0,0,6.2763532763532766,19.620136469680126,RTKN;RHOB
GO_Biological_Process_2021,arachidonic acid metabolic process (GO:0019369),2/57,0.0453143048812383,0.2492249567261669,0,0,6.161926961926962,19.065818569793944,CBR1;FAAH
GO_Biological_Process_2021,regulation of reactive oxygen species metabolic process (GO:2000377),2/57,0.0453143048812383,0.2492249567261669,0,0,6.161926961926962,19.065818569793944,CBR1;SIRT2
GO_Biological_Process_2021,protein K48-linked ubiquitination (GO:0070936),2/57,0.0453143048812383,0.2492249567261669,0,0,6.161926961926962,19.065818569793944,AMFR;RFFL
GO_Biological_Process_2021,actin filament reorganization (GO:0090527),1/8,0.0466281998938997,0.2492249567261669,0,0,24.06053268765133,73.75876051746786,GSN
GO_Biological_Process_2021,pyrimidine nucleobase catabolic process (GO:0006208),1/8,0.0466281998938997,0.2492249567261669,0,0,24.06053268765133,73.75876051746786,DPYSL5
GO_Biological_Process_2021,negative regulation of neural precursor cell proliferation (GO:2000178),1/8,0.0466281998938997,0.2492249567261669,0,0,24.06053268765133,73.75876051746786,SIRT2
GO_Biological_Process_2021,cellular response to epinephrine stimulus (GO:0071872),1/8,0.0466281998938997,0.2492249567261669,0,0,24.06053268765133,73.75876051746786,SIRT2
GO_Biological_Process_2021,negative regulation of response to reactive oxygen species (GO:1901032),1/8,0.0466281998938997,0.2492249567261669,0,0,24.06053268765133,73.75876051746786,GPR37
GO_Biological_Process_2021,cellular response to hepatocyte growth factor stimulus (GO:0035729),1/8,0.0466281998938997,0.2492249567261669,0,0,24.06053268765133,73.75876051746786,SIRT2
GO_Biological_Process_2021,chromatin silencing at telomere (GO:0006348),1/8,0.0466281998938997,0.2492249567261669,0,0,24.06053268765133,73.75876051746786,SIRT2
GO_Biological_Process_2021,regulation of meiotic nuclear division (GO:0040020),1/8,0.0466281998938997,0.2492249567261669,0,0,24.06053268765133,73.75876051746786,SIRT2
GO_Biological_Process_2021,peptidyl-lysine deacetylation (GO:0034983),1/8,0.0466281998938997,0.2492249567261669,0,0,24.06053268765133,73.75876051746786,SIRT2
GO_Biological_Process_2021,regulation of protein localization to cell cortex (GO:1904776),1/8,0.0466281998938997,0.2492249567261669,0,0,24.06053268765133,73.75876051746786,GNAI1
GO_Biological_Process_2021,regulation of striated muscle tissue development (GO:0016202),1/8,0.0466281998938997,0.2492249567261669,0,0,24.06053268765133,73.75876051746786,SIRT2
GO_Biological_Process_2021,positive regulation of chromosome segregation (GO:0051984),1/8,0.0466281998938997,0.2492249567261669,0,0,24.06053268765133,73.75876051746786,SIRT2
GO_Biological_Process_2021,positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001269),1/8,0.0466281998938997,0.2492249567261669,0,0,24.06053268765133,73.75876051746786,GSN
GO_Biological_Process_2021,positive regulation of execution phase of apoptosis (GO:1900119),1/8,0.0466281998938997,0.2492249567261669,0,0,24.06053268765133,73.75876051746786,SIRT2
GO_Biological_Process_2021,response to epinephrine (GO:0071871),1/8,0.0466281998938997,0.2492249567261669,0,0,24.06053268765133,73.75876051746786,SIRT2
GO_Biological_Process_2021,response to hepatocyte growth factor (GO:0035728),1/8,0.0466281998938997,0.2492249567261669,0,0,24.06053268765133,73.75876051746786,SIRT2
GO_Biological_Process_2021,positive regulation of lipoprotein lipase activity (GO:0051006),1/8,0.0466281998938997,0.2492249567261669,0,0,24.06053268765133,73.75876051746786,GPIHBP1
GO_Biological_Process_2021,positive regulation of meiotic nuclear division (GO:0045836),1/8,0.0466281998938997,0.2492249567261669,0,0,24.06053268765133,73.75876051746786,SIRT2
GO_Biological_Process_2021,macromolecule depalmitoylation (GO:0098734),1/8,0.0466281998938997,0.2492249567261669,0,0,24.06053268765133,73.75876051746786,ABHD17B
GO_Biological_Process_2021,mitophagy (GO:0000423),1/8,0.0466281998938997,0.2492249567261669,0,0,24.06053268765133,73.75876051746786,ATG13
GO_Biological_Process_2021,vitamin K metabolic process (GO:0042373),1/8,0.0466281998938997,0.2492249567261669,0,0,24.06053268765133,73.75876051746786,CBR1
GO_Biological_Process_2021,protein depalmitoylation (GO:0002084),1/8,0.0466281998938997,0.2492249567261669,0,0,24.06053268765133,73.75876051746786,ABHD17B
GO_Biological_Process_2021,membrane lipid biosynthetic process (GO:0046467),2/58,0.0467542965787089,0.2492249567261669,0,0,6.051587301587301,18.5350988536366,ELOVL1;SCCPDH
GO_Biological_Process_2021,cellular protein localization (GO:0034613),5/329,0.0469204639883622,0.2492249567261669,0,0,2.6474171539961016,8.099246916441215,CNTN2;LAMTOR1;ATG13;GPIHBP1;JAM3
GO_Biological_Process_2021,regulation of secretion by cell (GO:1903530),2/59,0.0482109547042968,0.2492249567261669,0,0,5.945119208277103,18.02660621057501,LGI3;KCNMB4
GO_Biological_Process_2021,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193),2/60,0.0496840336802172,0.2492249567261669,0,0,5.842322428529325,17.539070541095334,GPR37;GNAI1
GO_Biological_Process_2021,negative regulation of response to stimulus (GO:0048585),2/61,0.0511732902391081,0.2492249567261669,0,0,5.743010285383167,17.071313769705874,ERBB3;HHIP
GO_Biological_Process_2021,actin-mediated cell contraction (GO:0070252),1/9,0.0523030181982532,0.2492249567261669,0,0,21.051906779661017,62.1178866021022,GSN
GO_Biological_Process_2021,amyloid-beta formation (GO:0034205),1/9,0.0523030181982532,0.2492249567261669,0,0,21.051906779661017,62.1178866021022,BACE1
GO_Biological_Process_2021,quaternary ammonium group transport (GO:0015697),1/9,0.0523030181982532,0.2492249567261669,0,0,21.051906779661017,62.1178866021022,SLC25A48
GO_Biological_Process_2021,bundle of His cell to Purkinje myocyte communication (GO:0086069),1/9,0.0523030181982532,0.2492249567261669,0,0,21.051906779661017,62.1178866021022,JUP
GO_Biological_Process_2021,negative regulation of lipase activity (GO:0060192),1/9,0.0523030181982532,0.2492249567261669,0,0,21.051906779661017,62.1178866021022,SORT1
GO_Biological_Process_2021,regulation of cellular extravasation (GO:0002691),1/9,0.0523030181982532,0.2492249567261669,0,0,21.051906779661017,62.1178866021022,JAM3
GO_Biological_Process_2021,regulation of epidermis development (GO:0045682),1/9,0.0523030181982532,0.2492249567261669,0,0,21.051906779661017,62.1178866021022,ELAPOR2
GO_Biological_Process_2021,cellular response to forskolin (GO:1904322),1/9,0.0523030181982532,0.2492249567261669,0,0,21.051906779661017,62.1178866021022,GNAI1
GO_Biological_Process_2021,neuronal ion channel clustering (GO:0045161),1/9,0.0523030181982532,0.2492249567261669,0,0,21.051906779661017,62.1178866021022,CNTN2
GO_Biological_Process_2021,chylomicron remodeling (GO:0034371),1/9,0.0523030181982532,0.2492249567261669,0,0,21.051906779661017,62.1178866021022,GPIHBP1
GO_Biological_Process_2021,peripheral nervous system axon ensheathment (GO:0032292),1/9,0.0523030181982532,0.2492249567261669,0,0,21.051906779661017,62.1178866021022,SIRT2
GO_Biological_Process_2021,peroxisome fission (GO:0016559),1/9,0.0523030181982532,0.2492249567261669,0,0,21.051906779661017,62.1178866021022,FIS1
GO_Biological_Process_2021,epithelial cell apoptotic process (GO:1904019),1/9,0.0523030181982532,0.2492249567261669,0,0,21.051906779661017,62.1178866021022,GSN
GO_Biological_Process_2021,response to forskolin (GO:1904321),1/9,0.0523030181982532,0.2492249567261669,0,0,21.051906779661017,62.1178866021022,GNAI1
GO_Biological_Process_2021,retinal rod cell differentiation (GO:0060221),1/9,0.0523030181982532,0.2492249567261669,0,0,21.051906779661017,62.1178866021022,SOX8
GO_Biological_Process_2021,positive regulation of mitochondrial calcium ion concentration (GO:0051561),1/9,0.0523030181982532,0.2492249567261669,0,0,21.051906779661017,62.1178866021022,FIS1
GO_Biological_Process_2021,Schwann cell development (GO:0014044),1/9,0.0523030181982532,0.2492249567261669,0,0,21.051906779661017,62.1178866021022,SIRT2
GO_Biological_Process_2021,L-phenylalanine metabolic process (GO:0006558),1/9,0.0523030181982532,0.2492249567261669,0,0,21.051906779661017,62.1178866021022,QDPR
GO_Biological_Process_2021,mitochondrial fragmentation involved in apoptotic process (GO:0043653),1/9,0.0523030181982532,0.2492249567261669,0,0,21.051906779661017,62.1178866021022,FIS1
GO_Biological_Process_2021,positive regulation of triglyceride lipase activity (GO:0061365),1/9,0.0523030181982532,0.2492249567261669,0,0,21.051906779661017,62.1178866021022,GPIHBP1
GO_Biological_Process_2021,protein hexamerization (GO:0034214),1/9,0.0523030181982532,0.2492249567261669,0,0,21.051906779661017,62.1178866021022,LRRC8D
GO_Biological_Process_2021,negative regulation of kinase activity (GO:0033673),2/62,0.0526784833708529,0.2492249567261669,0,0,5.647008547008547,16.622241798693246,CDKN1C;DBNDD2
GO_Biological_Process_2021,nitrogen compound transport (GO:0071705),3/143,0.0538403370230561,0.2492249567261669,0,0,3.6467364532019695,10.65478780871524,SCARB2;SLC25A48;LRRC8D
GO_Biological_Process_2021,neuropeptide signaling pathway (GO:0007218),2/63,0.0541993743013728,0.2492249567261669,0,0,5.554154406613423,16.190837279666873,GPR37;SORT1
GO_Biological_Process_2021,negative regulation of cell adhesion mediated by integrin (GO:0033629),1/10,0.0579443409196367,0.2492249567261669,0,0,18.71186440677966,53.29648635296648,JAM3
GO_Biological_Process_2021,adherens junction assembly (GO:0034333),1/10,0.0579443409196367,0.2492249567261669,0,0,18.71186440677966,53.29648635296648,JAM3
GO_Biological_Process_2021,negative regulation of cholesterol storage (GO:0010887),1/10,0.0579443409196367,0.2492249567261669,0,0,18.71186440677966,53.29648635296648,ABCG1
GO_Biological_Process_2021,aromatic amino acid family metabolic process (GO:0009072),1/10,0.0579443409196367,0.2492249567261669,0,0,18.71186440677966,53.29648635296648,QDPR
GO_Biological_Process_2021,negative regulation of extracellular matrix organization (GO:1903054),1/10,0.0579443409196367,0.2492249567261669,0,0,18.71186440677966,53.29648635296648,CHADL
GO_Biological_Process_2021,regulation of attachment of spindle microtubules to kinetochore (GO:0051988),1/10,0.0579443409196367,0.2492249567261669,0,0,18.71186440677966,53.29648635296648,SIRT2
GO_Biological_Process_2021,negative regulation of inclusion body assembly (GO:0090084),1/10,0.0579443409196367,0.2492249567261669,0,0,18.71186440677966,53.29648635296648,HSPA2
GO_Biological_Process_2021,negative regulation of transcription from RNA polymerase II promoter in response to stress (GO:0097201),1/10,0.0579443409196367,0.2492249567261669,0,0,18.71186440677966,53.29648635296648,SIRT2
GO_Biological_Process_2021,regulation of hydrogen peroxide-induced cell death (GO:1903205),1/10,0.0579443409196367,0.2492249567261669,0,0,18.71186440677966,53.29648635296648,GPR37
GO_Biological_Process_2021,regulation of neutrophil migration (GO:1902622),1/10,0.0579443409196367,0.2492249567261669,0,0,18.71186440677966,53.29648635296648,JAM3
GO_Biological_Process_2021,phosphatidylcholine catabolic process (GO:0034638),1/10,0.0579443409196367,0.2492249567261669,0,0,18.71186440677966,53.29648635296648,ENPP2
GO_Biological_Process_2021,regulation of podosome assembly (GO:0071801),1/10,0.0579443409196367,0.2492249567261669,0,0,18.71186440677966,53.29648635296648,GSN
GO_Biological_Process_2021,endothelial tube morphogenesis (GO:0061154),1/10,0.0579443409196367,0.2492249567261669,0,0,18.71186440677966,53.29648635296648,RHOB
GO_Biological_Process_2021,fatty acid beta-oxidation using acyl-CoA dehydrogenase (GO:0033539),1/10,0.0579443409196367,0.2492249567261669,0,0,18.71186440677966,53.29648635296648,ETFB
GO_Biological_Process_2021,positive regulation of epidermis development (GO:0045684),1/10,0.0579443409196367,0.2492249567261669,0,0,18.71186440677966,53.29648635296648,ELAPOR2
GO_Biological_Process_2021,glycine transport (GO:0015816),1/10,0.0579443409196367,0.2492249567261669,0,0,18.71186440677966,53.29648635296648,SLC6A9
GO_Biological_Process_2021,granulocyte migration (GO:0097530),1/10,0.0579443409196367,0.2492249567261669,0,0,18.71186440677966,53.29648635296648,JAM3
GO_Biological_Process_2021,histone H4 deacetylation (GO:0070933),1/10,0.0579443409196367,0.2492249567261669,0,0,18.71186440677966,53.29648635296648,SIRT2
GO_Biological_Process_2021,sequestering of actin monomers (GO:0042989),1/10,0.0579443409196367,0.2492249567261669,0,0,18.71186440677966,53.29648635296648,GSN
GO_Biological_Process_2021,membrane lipid catabolic process (GO:0046466),1/10,0.0579443409196367,0.2492249567261669,0,0,18.71186440677966,53.29648635296648,ENPP2
GO_Biological_Process_2021,anterograde trans-synaptic signaling (GO:0098916),4/244,0.0580517981580461,0.2492249567261669,0,0,2.8465217391304347,8.102395256698387,GRM3;CNP;RPS6KA2;KCNMB4
GO_Biological_Process_2021,positive regulation of intracellular protein transport (GO:0090316),3/148,0.0584923975992982,0.2492249567261669,0,0,3.5200951248513674,9.993051926415852,FIS1;JUP;ATG13
GO_Biological_Process_2021,cellular response to organic cyclic compound (GO:0071407),3/150,0.0604048825669697,0.2492249567261669,0,0,3.471850809289233,9.744392769470826,JUP;CTNNA1;GNAI1
GO_Biological_Process_2021,anion transmembrane transport (GO:0098656),2/67,0.0604352188406197,0.2492249567261669,0,0,5.211308349769888,14.623886204765933,SLC6A9;LRRC8D
GO_Biological_Process_2021,protein localization to phagophore assembly site (GO:0034497),1/11,0.0635523639651725,0.2492249567261669,0,0,16.839830508474577,46.408738746473205,ATG13
GO_Biological_Process_2021,actin filament depolymerization (GO:0030042),1/11,0.0635523639651725,0.2492249567261669,0,0,16.839830508474577,46.408738746473205,GSN
GO_Biological_Process_2021,angiogenesis involved in wound healing (GO:0060055),1/11,0.0635523639651725,0.2492249567261669,0,0,16.839830508474577,46.408738746473205,ADIPOR2
GO_Biological_Process_2021,rDNA heterochromatin assembly (GO:0000183),1/11,0.0635523639651725,0.2492249567261669,0,0,16.839830508474577,46.408738746473205,SIRT2
GO_Biological_Process_2021,regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001267),1/11,0.0635523639651725,0.2492249567261669,0,0,16.839830508474577,46.408738746473205,GSN
GO_Biological_Process_2021,regulation of inclusion body assembly (GO:0090083),1/11,0.0635523639651725,0.2492249567261669,0,0,16.839830508474577,46.408738746473205,HSPA2
GO_Biological_Process_2021,central nervous system myelination (GO:0022010),1/11,0.0635523639651725,0.2492249567261669,0,0,16.839830508474577,46.408738746473205,SOX10
GO_Biological_Process_2021,regulation of lamellipodium morphogenesis (GO:2000392),1/11,0.0635523639651725,0.2492249567261669,0,0,16.839830508474577,46.408738746473205,ENPP2
GO_Biological_Process_2021,copper ion transport (GO:0006825),1/11,0.0635523639651725,0.2492249567261669,0,0,16.839830508474577,46.408738746473205,SLC31A2
GO_Biological_Process_2021,cyclooxygenase pathway (GO:0019371),1/11,0.0635523639651725,0.2492249567261669,0,0,16.839830508474577,46.408738746473205,CBR1
GO_Biological_Process_2021,nucleus localization (GO:0051647),1/11,0.0635523639651725,0.2492249567261669,0,0,16.839830508474577,46.408738746473205,SUN2
GO_Biological_Process_2021,organophosphate catabolic process (GO:0046434),1/11,0.0635523639651725,0.2492249567261669,0,0,16.839830508474577,46.408738746473205,ENPP2
GO_Biological_Process_2021,phosphorylated carbohydrate dephosphorylation (GO:0046838),1/11,0.0635523639651725,0.2492249567261669,0,0,16.839830508474577,46.408738746473205,SYNJ2
GO_Biological_Process_2021,positive regulation of actin nucleation (GO:0051127),1/11,0.0635523639651725,0.2492249567261669,0,0,16.839830508474577,46.408738746473205,GSN
GO_Biological_Process_2021,positive regulation of alcohol biosynthetic process (GO:1902932),1/11,0.0635523639651725,0.2492249567261669,0,0,16.839830508474577,46.408738746473205,ABCG1
GO_Biological_Process_2021,positive regulation of cellular extravasation (GO:0002693),1/11,0.0635523639651725,0.2492249567261669,0,0,16.839830508474577,46.408738746473205,JAM3
GO_Biological_Process_2021,Golgi to lysosome transport (GO:0090160),1/11,0.0635523639651725,0.2492249567261669,0,0,16.839830508474577,46.408738746473205,SORT1
GO_Biological_Process_2021,hepatocyte growth factor receptor signaling pathway (GO:0048012),1/11,0.0635523639651725,0.2492249567261669,0,0,16.839830508474577,46.408738746473205,SIRT2
